|,|__name,|__cost,|__colors__001,|__colors__002,|__colors__003
North_Carolina,Charlotte Christian College and Theological Seminary,11960,,,
North_Carolina,Chowan University,36820,,,
North_Carolina,Cleveland Community College,8746,,,
North_Carolina,Coastal Carolina Community College,8606,,,
North_Carolina,College of the Albemarle,7222,,,
North_Carolina,Craven Community College,6630,,,
North_Carolina,Davidson College,76700,,,
North_Carolina,Davidson-Davie Community College,6586,,,
North_Carolina,Duke University,83263,,,
North_Carolina,Durham Technical Community College,6594,,,
North_Carolina,East Carolina University,34638,,,
North_Carolina,Edgecombe Community College,8784,,,
North_Carolina,Elizabeth City State University,16491,,,
North_Carolina,Elon University,59014,,,
North_Carolina,Fayetteville State University,19271,,,
North_Carolina,Fayetteville Technical Community College,8772,,,
North_Carolina,Forsyth Technical Community College,6864,,,
North_Carolina,Galen Health Institutes-Asheville,16400,,,
North_Carolina,Gardner-Webb University,44220,,,
North_Carolina,Gaston College,9330,,,
North_Carolina,Greensboro College,32364,,,
North_Carolina,Guilford College,54240,,,
North_Carolina,Guilford Technical Community College,7695,,,
North_Carolina,Halifax Community College,8752,,,
North_Carolina,Haywood Community College,8756,,,
North_Carolina,Heritage Bible College,8688,,,
North_Carolina,High Point University,62670,,,
North_Carolina,Isothermal Community College,6638,,,
North_Carolina,James Sprunt Community College,8736,,,
North_Carolina,Johnson & Wales University-Charlotte,56052,,,
North_Carolina,Johnson C Smith University,29494,,,
North_Carolina,Johnston Community College,8801,,,
North_Carolina,Lees-McRae College,44870,,,
North_Carolina,Lenoir Community College,8712,,,
North_Carolina,Lenoir-Rhyne University,43800,,,
North_Carolina,Livingstone College,25090,,,
North_Carolina,Louisburg College,35806,,,
North_Carolina,Manna University,7163,,,
North_Carolina,Mars Hill University,47498,,,
North_Carolina,Martin Community College,8673,,,
North_Carolina,Mayland Community College,8704,,,
North_Carolina,McDowell Technical Community College,6566,,,
North_Carolina,Meredith College,56856,,,
North_Carolina,Methodist University,53250,,,
North_Carolina,Mid-Atlantic Christian University,28080,,,
North_Carolina,Mitchell Community College,8795,,,
North_Carolina,Montgomery Community College,8682,,,
North_Carolina,Montreat College,44590,,,
North_Carolina,Nash Community College,8883,,,
North_Carolina,North Carolina A & T State University,29240,,,
North_Carolina,North Carolina Central University,34338,,,
North_Carolina,North Carolina State University at Raleigh,45486,,,
North_Carolina,North Carolina Wesleyan University,48330,,,
North_Carolina,Pamlico Community College,6475,,,
North_Carolina,Pfeiffer University,46450,,,
North_Carolina,Piedmont Community College,8700,,,
North_Carolina,Pitt Community College,6580,,,
North_Carolina,Queens University of Charlotte,59773,,,
North_Carolina,Randolph Community College,8176,,,
North_Carolina,Richmond Community College,8696,,,
North_Carolina,Roanoke-Chowan Community College,8786,,,
North_Carolina,Robeson Community College,8715,,,
North_Carolina,Rockingham Community College,6574,,,
North_Carolina,Rowan-Cabarrus Community College,6672,,,
North_Carolina,Saint Augustine's University,27272,,,
North_Carolina,Salem College,45292,,,
North_Carolina,Sampson Community College,9742,,,
North_Carolina,Sandhills Community College,6598,,,
North_Carolina,Shaw University,26116,,,
North_Carolina,South Piedmont Community College,6630,,,
North_Carolina,South University-High Point,20650,,,
North_Carolina,Southeastern Baptist Theological Seminary,18115,,,
North_Carolina,Southeastern College-Charlotte,24184,,,
North_Carolina,Southeastern Community College,8744,,,
North_Carolina,Southeastern Free Will Baptist Bible College,16403,,,
North_Carolina,Southwestern Community College,19630,,,
North_Carolina,St. Andrews University,42980,,,
North_Carolina,Stanly Community College,8816,,,
North_Carolina,Strayer University-North Carolina,13920,,,
North_Carolina,Surry Community College,8689,,,
North_Carolina,Tri-County Community College,8507,,,
North_Carolina,University of Mount Olive,37162,,,
North_Carolina,University of North Carolina Asheville,35827,,,
North_Carolina,University of North Carolina at Chapel Hill,52346,,,
North_Carolina,University of North Carolina at Charlotte,35740,,,
North_Carolina,University of North Carolina at Greensboro,33873,,,
North_Carolina,University of North Carolina at Pembroke,18587,,,
North_Carolina,University of North Carolina School of the Arts,40621,,,
North_Carolina,University of North Carolina Wilmington,35590,,,
North_Carolina,Vance-Granville Community College,6564,,,
North_Carolina,Wake Forest University,82606,,,
North_Carolina,Wake Technical Community College,7582,,,
North_Carolina,Warren Wilson College,52900,,,
North_Carolina,Wayne Community College,8668,,,
North_Carolina,Western Carolina University,20296,,,
North_Carolina,Western Piedmont Community College,8794,,,
North_Carolina,Wilkes Community College,8716,,,
North_Carolina,William Peace University,45348,,,
North_Carolina,Wilson Community College,8716,,,
North_Carolina,Wingate University,50872,,,
North_Carolina,Winston-Salem State University,28875,,,
North_Dakota,Bismarck State College,15579,,,
North_Dakota,Cankdeska Cikana Community College,3950,,,
North_Dakota,Dakota College at Bottineau,16583,,,
North_Dakota,Dickinson State University,18958,,,
North_Dakota,Lake Region State College,14627,,,
North_Dakota,Mayville State University,18652,,,
North_Dakota,Minot State University,16692,,,
North_Dakota,North Dakota State College of Science,14584,,,
North_Dakota,North Dakota State University-Main Campus,25076,,,
North_Dakota,Nueta Hidatsa Sahnish College,3870,,,
North_Dakota,Rasmussen University-North Dakota,12715,,,
North_Dakota,Sitting Bull College,9860,,,
North_Dakota,Trinity Bible College and Graduate School,26044,,,
North_Dakota,Turtle Mountain Community College,2626,,,
North_Dakota,United Tribes Technical College,11420,,,
North_Dakota,University of Jamestown,33740,,,
North_Dakota,University of Mary,29974,,,
North_Dakota,University of North Dakota,26616,,,
North_Dakota,Valley City State University,20758,,,
North_Dakota,Williston State College,13519,,,
Ohio,Academia Medical Institute,14498,,,
Ohio,Allegheny Wesleyan College,10800,,,
Ohio,American Institute of Alternative Medicine,17291,,,
Ohio,Antioch College,44783,,,
Ohio,Arizona College of Nursing-Cincinnati,23760,,,
Ohio,Arizona College of Nursing-Cleveland,23760,,,
Ohio,Art Academy of Cincinnati,50575,,,
Ohio,Ashland University,40870,,,
Ohio,ATA College-Cincinnati,14075,,,
Ohio,Aultman College of Nursing and Health Sciences,19854,,,
Ohio,Baldwin Wallace University,51118,,,
Ohio,Belmont College,7525,,,
Ohio,Bluffton University,48164,,,
Ohio,Bowling Green State University-Firelands,13895,,,
Ohio,Bowling Green State University-Main Campus,33854,,,
Ohio,Bryant & Stratton College-Parma,19542,,,
Ohio,Capital University,55234,,,
Ohio,Case Western Reserve University,82873,,,
Ohio,Cedarville University,45172,,,
Ohio,Central Ohio Technical College,7896,,,
Ohio,Central State University,21214,,,
Ohio,Chamberlain University-Ohio,19686,,,
Ohio,Choffin Career and Technical Center,12889,,,
Ohio,Cincinnati State Technical and Community College,9801,,,
Ohio,Clark State College,7809,,,
Ohio,Cleveland Institute of Art,60400,,,
Ohio,Cleveland Institute of Music,57050,,,
Ohio,Cleveland State University,32733,,,
Ohio,Columbus College of Art & Design,51100,,,
Ohio,Columbus State Community College,10917,,,
Ohio,Cuyahoga Community College District,8736,,,
Ohio,Davis College,14130,,,
Ohio,Dayton School of Medical Massage,18122,,,
Ohio,Defiance College,50916,,,
Ohio,Denison University,79400,,,
Ohio,DeVry University-Ohio,17488,,,
Ohio,East Ohio College,14370,,,
Ohio,Eastern Gateway Community College,6071,,,
Ohio,Edison State Community College,8106,,,
Ohio,ETI Technical College,11060,,,
Ohio,Felbry College,27504,,,
Ohio,Fortis College-Centerville,14023,,,
Ohio,Fortis College-Cincinnati,14283,,,
Ohio,Fortis College-Columbus,14148,,,
Ohio,Fortis College-Cuyahoga Falls,14050,,,
Ohio,Franciscan University of Steubenville,42170,,,
Ohio,Franklin University,9577,,,
Ohio,Galen College of Nursing-Cincinnati,16400,,,
Ohio,Global Tech College,11675,,,
Ohio,Gods Bible School and College,12856,,,
Ohio,Good Samaritan College of Nursing and Health Science,15470,,,
Ohio,Heidelberg University,45328,,,
Ohio,Herzing University-Akron,13420,,,
Ohio,Hiram College,37825,,,
Ohio,Hocking College,19870,,,
Ohio,Hondros College of Nursing,19902,,,
Ohio,International College of Broadcasting,12430,,,
Ohio,James A. Rhodes State College,9217,,,
Ohio,John Carroll University,63260,,,
Ohio,Kent State University at Ashtabula,16744,,,
Ohio,Kent State University at East Liverpool,16744,,,
Ohio,Kent State University at Geauga,16744,,,
Ohio,Kent State University at Kent,35356,,,
Ohio,Kent State University at Salem,16744,,,
Ohio,Kent State University at Stark,16744,,,
Ohio,Kent State University at Trumbull,16744,,,
Ohio,Kent State University at Tuscarawas,16744,,,
Ohio,Kenyon College,83740,,,
Ohio,Kettering College,24942,,,
Ohio,Lake Erie College,47624,,,
Ohio,Lakeland Community College,9235,,,
Ohio,Lakewood University,10479,,,
Ohio,Lorain County Community College,8730,,,
Ohio,Lourdes University,41050,,,
Ohio,Malone University,47410,,,
Ohio,Marietta College,51518,,,
Ohio,Marion Technical College,11065,,,
Ohio,Mercy College of Ohio,18950,,,
Ohio,Miami University-Hamilton,18847,,,
Ohio,Miami University-Middletown,18847,,,
Ohio,Miami University-Oxford,56739,,,
Ohio,Mount Carmel College of Nursing,13890,,,
Ohio,Mount St. Joseph University,47850,,,
Ohio,Mount Vernon Nazarene University,45520,,,
Ohio,Muskingum University,43990,,,
Ohio,North Central State College,9102,,,
Ohio,Northern Career Institute,15600,,,
Ohio,Northwest State Community College,8930,,,
Ohio,Oberlin College,83588,,,
Ohio,Ohio Business College-Sandusky,9385,,,
Ohio,Ohio Business College-Sheffield,9385,,,
Ohio,Ohio Christian University,33312,,,
Ohio,Ohio Dominican University,46870,,,
Ohio,Ohio Institute of Allied Health,24493,,,
Ohio,Ohio Northern University,51000,,,
Ohio,Ohio State University Agricultural Technical Institute,46922,,,
Ohio,Ohio State University-Lima Campus,34718,,,
Ohio,Ohio State University-Main Campus,52637,,,
Ohio,Ohio State University-Mansfield Campus,46824,,,
Ohio,Ohio State University-Marion Campus,34718,,,
Ohio,Ohio State University-Newark Campus,46824,,,
Ohio,Ohio University-Chillicothe Campus,9170,,,
Ohio,Ohio University-Eastern Campus,9170,,,
Ohio,Ohio University-Lancaster Campus,9170,,,
Ohio,Ohio University-Main Campus,37708,,,
Ohio,Ohio University-Southern Campus,9170,,,
Ohio,Ohio University-Zanesville Campus,9170,,,
Ohio,Ohio Wesleyan University,66583,,,
Ohio,Otterbein University,47867,,,
Ohio,Owens Community College,10262,,,
Ohio,Pontifical College Josephinum,40285,,,
Ohio,Professional Skills Institute,14920,,,
Ohio,Rabbinical College Telshe,20900,,,
Ohio,Remington College-Cleveland Campus,16254,,,
Ohio,Rosedale Bible College,15518,,,
Ohio,Shawnee State University,28727,,,
Ohio,Sinclair Community College,8316,,,
Ohio,Southern State Community College,10368,,,
Ohio,Stark State College,7766,,,
Ohio,Stautzenberger College-Brecksville,16699,,,
Ohio,Stautzenberger College-Maumee,16699,,,
Ohio,Terra State Community College,25708,,,
Ohio,The Christ College of Nursing and Health Sciences,16394,,,
Ohio,The College of Wooster,73550,,,
Ohio,The Modern College of Design,30548,,,
Ohio,The University of Findlay,50646,,,
Ohio,Tiffin University,45050,,,
Ohio,Tri-State Bible College,9100,,,
Ohio,Trinity Health System School of Nursing,9157,,,
Ohio,University of Akron Main Campus,28309,,,
Ohio,University of Akron Wayne College,14372,,,
Ohio,University of Cincinnati-Blue Ash College,15790,,,
Ohio,University of Cincinnati-Clermont College,13786,,,
Ohio,University of Cincinnati-Main Campus,43630,,,
Ohio,University of Dayton,63240,,,
Ohio,University of Mount Union,46900,,,
Ohio,University of Northwestern Ohio,21351,,,
Ohio,University of Rio Grande,31060,,,
Ohio,University of Toledo,36389,,,
Ohio,Ursuline College,50144,,,
Ohio,Valor Christian College,20192,,,
Ohio,Walsh University,46405,,,
Ohio,Washington State Community College,4152,,,
Ohio,Wilberforce University,22476,,,
Ohio,Wilmington College,42457,,,
Ohio,Wittenberg University,56164,,,
Ohio,Wright State University-Lake Campus,28022,,,
Ohio,Wright State University-Main Campus,31506,,,
Ohio,Xavier University,61945,,,
Ohio,Youngstown State University,21535,,,
Ohio,Zane State College,11466,,,
Oklahoma,"ATA College, Tulsa, OK ",15000,,,
Oklahoma,"Cameron University, Lawton, OK ",25203,,,
Oklahoma,"Carl Albert State College, Poteau, OK ",14287,,,
Oklahoma,"College of the Muscogee Nation, Okmulgee, OK ",16545,,,
Oklahoma,"Connors State College, Warner, OK ",15244,,,
Oklahoma,"East Central University, Ada, OK ",25294,,,
Oklahoma,"Eastern Oklahoma State College, Wilburton, OK ",15724,,,
Oklahoma,"Family of Faith Christian University, Shawnee, OK ",17712,,,
Oklahoma,"Langston University, Langston, OK ",25141,,,
Oklahoma,"Mid-America Christian University, Oklahoma City, OK ",28960,,,
Oklahoma,"Murray State College, Tishomingo, OK ",18376,,,
Oklahoma,"Northeastern Oklahoma A&M College, Miami, OK ",18293,,,
Oklahoma,"Northeastern State University, Tahlequah, OK ",27127,,,
Oklahoma,"Northern Oklahoma College, Tonkawa, OK ",19410,,,
Oklahoma,"Northwestern Oklahoma State University, Alva, OK ",17184,,,
Oklahoma,"Oklahoma Baptist University, Shawnee, OK ",43290,,,
Oklahoma,"Oklahoma Christian University, Edmond, OK ",34580,,,
Oklahoma,"Oklahoma City Community College, Oklahoma City, OK ",9810,,,
Oklahoma,"Oklahoma City University, Oklahoma City, OK ",43188,,,
Oklahoma,"Oklahoma Panhandle State University, Goodwell, OK ",14933,,,
Oklahoma,"Oklahoma State University Institute of Technology, Okmulgee, OK ",18310,,,
Oklahoma,"Oklahoma State University-Main Campus, Stillwater, OK ",37054,,,
Oklahoma,"Oklahoma State University-Oklahoma City, Oklahoma City, OK ",9564,,,
Oklahoma,"Oklahoma Wesleyan University, Bartlesville, OK ",40648,,,
Oklahoma,"Oral Roberts University, Tulsa, OK ",43500,,,
Oklahoma,"Randall University, Moore, OK ",25512,,,
Oklahoma,"Redlands Community College, El Reno, OK ",14815,,,
Oklahoma,"Rogers State University, Claremore, OK ",25898,,,
Oklahoma,"Rose State College, Midwest City, OK ",20333,,,
Oklahoma,"Seminole State College, Seminole, OK ",19654,,,
Oklahoma,"Southeastern Oklahoma State University, Durant, OK ",24170,,,
Oklahoma,"Southern Nazarene University, Bethany, OK ",39160,,,
Oklahoma,"Southwestern Christian University, Bethany, OK ",30716,,,
Oklahoma,"Southwestern Oklahoma State University, Weatherford, OK ",15735,,,
Oklahoma,"Spartan College of Aeronautics and Technology, Tulsa, OK ",25548,,,
Oklahoma,"Tulsa Community College, Tulsa, OK ",9720,,,
Oklahoma,"University of Central Oklahoma, Edmond, OK ",28295,,,
Oklahoma,"University of Oklahoma-Norman Campus, Norman, OK ",39975,,,
Oklahoma,"University of Science and Arts of Oklahoma, Chickasha, OK ",27830,,,
Oklahoma,"University of Tulsa, Tulsa, OK ",59794,,,
Oklahoma,"Western Oklahoma State College, Altus, OK ",17248,,,
Oregon,"American College of Healthcare Sciences, Portland, OR ",12656,,,
Oregon,"Blue Mountain Community College, Pendleton, OR ",9551,,,
Oregon,"Bushnell University, Eugene, OR ",45720,,,
Oregon,"Central Oregon Community College, Bend, OR ",26026,,,
Oregon,"Chemeketa Community College, Salem, OR ",13905,,,
Oregon,"Clackamas Community College, Oregon City, OR ",14040,,,
Oregon,"Clatsop Community College, Astoria, OR ",8607,,,
Oregon,"Columbia Gorge Community College, The Dalles, OR ",17421,,,
Oregon,"Corban University, Salem, OR ",48694,,,
Oregon,"Eastern Oregon University, La Grande, OR ",36279,,,
Oregon,"George Fox University, Newberg, OR ",54540,,,
Oregon,"Klamath Community College, Klamath Falls, OR ",7809,,,
Oregon,"Lane Community College, Eugene, OR ",24420,,,
Oregon,"Lewis & Clark College, Portland, OR ",77352,,,
Oregon,"Linfield University, McMinnville, OR ",63590,,,
Oregon,"Linn-Benton Community College, Albany, OR ",13992,,,
Oregon,"Mount Angel Seminary, Saint Benedict, OR ",46398,,,
Oregon,"Mt Hood Community College, Gresham, OR ",9675,,,
Oregon,"Multnomah University, Portland, OR ",41310,,,
Oregon,"New Hope Christian College-Eugene, Eugene, OR ",26020,,,
Oregon,"Oregon Coast Community College, Newport, OR ",5400,,,
Oregon,"Oregon Institute of Technology, Klamath Falls, OR ",47196,,,
Oregon,"Oregon State University, Corvallis, OR ",50739,,,
Oregon,"Oregon State University-Cascades Campus, Bend, OR ",50019,,,
Oregon,"Pacific Bible College, Medford, OR ",6555,,,
Oregon,"Pacific Northwest College of Art, Portland, OR ",66038,,,
Oregon,"Pacific University, Forest Grove, OR ",69524,,,
Oregon,"Portland Actors Conservatory, Portland, OR ",12115,,,
Oregon,"Portland Community College, Portland, OR ",10080,,,
Oregon,"Portland State University, Portland, OR ",43866,,,
Oregon,"Reed College, Portland, OR ",83840,,,
Oregon,"Rogue Community College, Grants Pass, OR ",6192,,,
Oregon,"Southern Oregon University, Ashland, OR ",46971,,,
Oregon,"Southwestern Oregon Community College, Coos Bay, OR ",14799,,,
Oregon,"Tillamook Bay Community College, Tillamook, OR ",5184,,,
Oregon,"Treasure Valley Community College, Ontario, OR ",15195,,,
Oregon,"Umpqua Community College, Roseburg, OR ",11613,,,
Oregon,"University of Oregon, Eugene, OR ",59142,,,
Oregon,"University of Portland, Portland, OR ",71500,,,
Oregon,"Warner Pacific University, Portland, OR ",35232,,,
Oregon,"Western Oregon University, Monmouth, OR ",42345,,,
Oregon,"Willamette University, Salem, OR ",63758,,,
Pennsylvania,Albright College,42748,#E81727,#000000,
Pennsylvania,Allegheny College,68756,#003057,#FFD100,
Pennsylvania,Alvernia University,57900,#7C2529,#F2A900,
Pennsylvania,Arcadia University,64540,#B72F2F,#000000,
Pennsylvania,ASPIRA City College,12147,#0033A0,#FFD100,
Pennsylvania,Aviation Institute of Maintenance-Philadelphia,16757,#16325B,#FBB040,
Pennsylvania,Bryn Athyn College of the New Church,41655,#1C3261,#F5B335,
Pennsylvania,Bryn Mawr College,81250,#FFD200,#002663,
Pennsylvania,Bucknell University,80890,#FF5D15,#002147,
Pennsylvania,Bucks County Community College,9221,#1B365D,#60A3D9,
Pennsylvania,Butler County Community College,8700,#00519E,#F6B221,
Pennsylvania,Cabrini University,50215,#003E7E,#FFFFFF,
Pennsylvania,Cairn University-Langhorne,44859,#990000,#1A1A1A,
Pennsylvania,Carlow University,47908,#822263,#E4B55F,
Pennsylvania,Carnegie Mellon University,81297,#CC0000,#000000,
Pennsylvania,Cedar Crest College,57935,#FFC72C,#000000,
Pennsylvania,Central Penn College,26820,#761232,#FDCE09,
Pennsylvania,Chatham University,58134,#FFFFFF,#533A7C,
Pennsylvania,Chestnut Hill College,51710,#CE2340,#FFFFFF,
Pennsylvania,Cheyney University of Pennsylvania,21920,#0066B3,#8C1D40,
Pennsylvania,Clarks Summit University,40000,#2251A7,#FFFFFF,
Pennsylvania,Commonwealth Technical Institute,16742,blue,gold,
Pennsylvania,Commonwealth University of Pennsylvania,22152,#7A0019,#F7D117,
Pennsylvania,Community College of Allegheny County,8803,#0066CC,#FFD100,
Pennsylvania,Community College of Beaver County,13680,#00386B,#FFD600,
Pennsylvania,Community College of Philadelphia,8688,#FFD100,#000000,
Pennsylvania,Curtis Institute of Music,26653,#89212F,,
Pennsylvania,Delaware County Community College,10800,#003366,#FFC72C,
Pennsylvania,Delaware Valley University,58050,#006838,#FFD100,
Pennsylvania,DeSales University,58600,#005CB9,#E11F26,#FFD100
Pennsylvania,Dickinson College,79975,#E41C38,#A7A8AA,
Pennsylvania,Douglas Education Center,18950,,,
Pennsylvania,Drexel University,78213,#07294D,#FFD100,
Pennsylvania,Duquesne University,62766,#001641,#E51636,
Pennsylvania,East Stroudsburg University of Pennsylvania,22190,#B5121B,#231F20,
Pennsylvania,Eastern University,50588,#8A1538,#231F20,
Pennsylvania,Elizabethtown College,49796,#084785,#E9A949,
Pennsylvania,Erie Institute of Technology Inc,15768,,,
Pennsylvania,Falcon Institute of Health and Science,27140,,,
Pennsylvania,Fortis Institute-Forty Fort,13955,,,
Pennsylvania,Fortis Institute-Scranton,14444,,,
Pennsylvania,Franklin and Marshall College,83948,#09519F,#FFFFFF,
Pennsylvania,Gannon University,53561,#862633,#FDB913,
Pennsylvania,Geisinger Commonwealth School of Medicine,11131,#0075C1,#005191,
Pennsylvania,Geneva College,44590,#B59A54,#231F20,
Pennsylvania,Gettysburg College,79760,#002F87,#FF5F00,
Pennsylvania,Gwynedd Mercy University,52452,#A6192E,#F9D342,
Pennsylvania,Harcum College,41500,#6D2077,#A7A8AA,
Pennsylvania,Harrisburg Area Community College,8918,#00843D,#231F20,
Pennsylvania,Harrisburg University of Science and Technology,33800,#B6BAA8,#567A44,
Pennsylvania,Haverford College,87180,#990000,#222222,
Pennsylvania,Heritage Valley Health System School of Nursing,22100,,,
Pennsylvania,Holy Family University,48662,#003865,#FFC709,
Pennsylvania,Immaculata University,41420,#0082A3,#86BC25,
Pennsylvania,Indiana University of Pennsylvania-Main Campus,24182,#990000,#888888,
Pennsylvania,Jna Institute of Culinary Arts,14575,,,
Pennsylvania,Johnson College,20733,#2F3338,#00B1E6,
Pennsylvania,Juniata College,69948,#004476,#DEB887,
Pennsylvania,Keystone College,30250,#F59C13,#21336B,
Pennsylvania,King's College,57686,#C8102E,#231F20,
Pennsylvania,Kutztown University of Pennsylvania,24346,#7A0019,#F7D117,
Pennsylvania,La Roche University,46388,#EE243C,#1C1C1C,
Pennsylvania,La Salle University,51160,#002664,#FFC72C,
Pennsylvania,Lackawanna College,30060,#13294B,#009BDF,
Pennsylvania,Lafayette College,81214,#7C2837,#877F6C,
Pennsylvania,Lancaster Bible College,41630,#B20019,#000000,
Pennsylvania,Lansdale School of Business,11850,#002B5C,#FFFFFF,
Pennsylvania,Laurel Business Institute,11470,,,
Pennsylvania,Laurel Technical Institute,11470,,,
Pennsylvania,Lebanon Valley College,65660,#002663,#FDBB30,
Pennsylvania,Lehigh Carbon Community College,9210,#793100,#FED600,
Pennsylvania,Lehigh University,78650,#653819,#FFFFFF,
Pennsylvania,Lincoln University,23572,#191970,#F47D20,
Pennsylvania,Luzerne County Community College,11130,,,
Pennsylvania,Lycoming College,62287,#002B5C,#FDB927,
Pennsylvania,Manor College,29852,#0553A1,#B6BD00,
Pennsylvania,Marywood University,54670,#17573F,#CA9D40,
Pennsylvania,Mercyhurst University,58784,#17563A,#8CD1D1,
Pennsylvania,Messiah University,52550,#22345D,#A7A9AC,
Pennsylvania,Millersville University of Pennsylvania,24862,#FDB515,#000000,
Pennsylvania,Misericordia University,53796,#104FA1,#FEC300,
Pennsylvania,Montgomery County Community College,11250,#781214,#1E325A,
Pennsylvania,Moore College of Art and Design,69035,#1C3F94,#F65390,
Pennsylvania,Moravian University,67351,#003366,#FFD700,
Pennsylvania,Mount Aloysius College,38350,#003366,#84929B,
Pennsylvania,Muhlenberg College,74195,#8C1D40,#C1B497,
Pennsylvania,Neumann University,52980,#003366,#FFC72C,
Pennsylvania,Northampton County Area Community College,21548,#164194,#E49A0B,
Pennsylvania,Peirce College,15060,#003B5C,#A5ACAF,
Pennsylvania,Penn Commercial Business/Technical School,13654,,,
Pennsylvania,Pennsylvania Academy of the Fine Arts,63262,#C13E22,#191919,
Pennsylvania,Pennsylvania College of Art and Design,43905,#2E4E92,#E85B88,
Pennsylvania,Pennsylvania College of Health Sciences,31866,,,
Pennsylvania,Pennsylvania College of Technology,30254,#B1B3B6,#000000,
Pennsylvania,Pennsylvania Highlands Community College,9360,,,
Pennsylvania,Pennsylvania Institute of Technology,14445,,,
Pennsylvania,Pennsylvania State University-Main Campus,33264,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Abington,27152,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Altoona,29764,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Beaver,27232,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Berks,30176,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Brandywine,29000,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State DuBois,14380,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Erie-Behrend College,30718,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Fayette- Eberly,14380,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Greater Allegheny,26402,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Harrisburg,31814,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Hazleton,27202,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Lehigh Valley,15180,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Mont Alto,26402,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State New Kensington,14380,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Schuylkill,23890,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Scranton,15180,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Shenango,14002,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State Wilkes-Barre,14258,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-Penn State York,15180,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania State University-World Campus,15204,#1E407C,#FFFFFF,
Pennsylvania,Pennsylvania Western University,24588,#A61123,#636466,
Pennsylvania,Pittsburgh Institute of Aeronautics,17725,,,
Pennsylvania,Pittsburgh Technical College,31375,,,
Pennsylvania,Point Park University,50640,#057938,#000000,
Pennsylvania,Reading Area Community College,10890,,,
Pennsylvania,Reading Hospital School of Health Sciences,21852,,,
Pennsylvania,Robert Morris University,47870,#002D62,#C8102E,#FFFFFF
Pennsylvania,Rosedale Technical College,16700,,,
Pennsylvania,Rosemont College,35701,#5A2678,#A699A0,
Pennsylvania,Saint Charles Borromeo Seminary-Overbrook,41136,,,
Pennsylvania,Saint Francis University,55600,#C8102E,#000000,
Pennsylvania,Saint Joseph's University,67080,#9e1b32,#6c6f70,
Pennsylvania,Saint Vincent College,55018,#234584,#FFD600,
Pennsylvania,Seton Hill University,55192,#BA1848,#F5F1E7,
Pennsylvania,Shippensburg University of Pennsylvania,26496,#002F6C,#C8102E,
Pennsylvania,Slippery Rock University of Pennsylvania,21091,#057B5A,#417F4B,
Pennsylvania,South Hills School of Business & Technology,19208,,,
Pennsylvania,Strayer University-Pennsylvania,13920,,,
Pennsylvania,Studio Incamminati,17333,,,
Pennsylvania,Susquehanna University,73100,#D9822B,#570A31,
Pennsylvania,Swarthmore College,81376,#770000,#A9A9A9,
Pennsylvania,Talmudical Yeshiva of Philadelphia,19680,,,
Pennsylvania,Temple University,39050,#990000,#FFFFFF,
Pennsylvania,Thaddeus Stevens College of Technology,19720,,,
Pennsylvania,Thiel College,51714,,,
Pennsylvania,Thomas Jefferson University,62929,#232D4B,#F9B233,
Pennsylvania,Triangle Tech Inc-Bethlehem,18593,,,
Pennsylvania,Triangle Tech Inc-Dubois,18575,,,
Pennsylvania,Triangle Tech Inc-Greensburg,18513,,,
Pennsylvania,Triangle Tech Inc-Pittsburgh,18538,,,
Pennsylvania,Triangle Tech Inc-Sunbury,18700,,,
Pennsylvania,Triangle Tech-Chambersburg,18961,,,
Pennsylvania,University of Pennsylvania,84600,#011F5B,#990000,
Pennsylvania,University of Pittsburgh-Bradford,25468,#003594,#FFB81C,
Pennsylvania,University of Pittsburgh-Greensburg,27120,#003594,#FFB81C,
Pennsylvania,University of Pittsburgh-Johnstown,26936,#003594,#FFB81C,
Pennsylvania,University of Pittsburgh-Pittsburgh Campus,34944,#003594,#FFB81C,
Pennsylvania,University of Pittsburgh-Titusville,11918,#003594,#FFB81C,
Pennsylvania,University of Scranton,69227,#582C83,#FFD100,
